,Unnamed: 0,POSTED_BY,RERA,BHK_NO.,SQUARE_FT,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),transformed_price,PRICE_PER_SQFT,LAT_ROUNDED,LONG_ROUNDED
7280,7280,Dealer,1,3,2500.0,"Bicholi Mardana,Indore",75.82,22.18,90.0,0.555106921807503,0.036,22.18,75.82
7281,7281,Dealer,0,3,1537.41,"Sector 20 Kharghar,Mumbai",73.07,19.05,180.0,1.3870433020834425,0.11708002419653833,19.05,73.07
7282,7282,Dealer,1,2,1156.14,"Zirakpur,Chandigarh",76.82,30.66,36.8,-0.6513161532457565,0.031830055183628275,30.66,76.82
7283,7283,Dealer,1,2,687.86,"Marunji,Pune",73.7,18.61,54.3,-0.1078175502041026,0.0789404820748408,18.61,73.7
7284,7284,Owner,1,3,1475.22,"Shyam Enclave,Ghaziabad",77.34,28.68,75.0,0.3214940875193867,0.05083987473054866,28.68,77.34
7285,7285,Dealer,1,3,769.23,"Dombivli (East),Lalitpur",73.08,19.22,79.9,0.4032975753396578,0.10387010387010387,19.22,73.08
7286,7286,Dealer,0,2,700.14,"Dadi Ka Phatak,Jaipur",75.76,26.97,14.5,-2.063371161809793,0.020710143685548604,26.97,75.76
7287,7287,Dealer,0,1,650.05,"Parbat Nagar,Lalitpur",78.42,24.69,85.0,0.4825433976734204,0.13075917237135606,24.69,78.42
7288,7288,Owner,0,1,700.28,"Bais Godam,Jaipur",75.13,28.84,15.0,-2.0095178362302684,0.02142000342720055,28.84,75.13
7289,7289,Dealer,1,1,406.01,"Thane West,Mumbai",72.96,19.18,50.0,-0.2206750825838836,0.12314967611635182,19.18,72.96
7290,7290,Dealer,0,1,741.64,"Chembur,Lalitpur",72.9,19.06,140.0,1.0955146099305473,0.18877083220969743,19.06,72.9
7291,7291,Owner,0,2,1000.0,"Vadavalli,Coimbatore",76.9,11.03,34.0,-0.7653709828854285,0.034,11.03,76.9
7292,7292,Owner,0,2,1244.86,"Whitefield,Bangalore",77.76,13.0,100.0,0.6872577618024545,0.08033031826872099,13.0,77.76
7293,7293,Owner,0,1,660.07,"Oragadam,Chennai",80.27,13.09,24.0,-1.2809848188052977,0.03635978002333086,13.09,80.27
7294,7294,Owner,0,2,800.0,"Narendrapur,Kolkata",88.4,22.44,31.0,-0.8999711294376256,0.03875,22.44,88.4
7295,7295,Dealer,0,2,1170.05,"Sector 35I Kharghar,Lalitpur",78.42,24.69,75.0,0.3214940875193867,0.06409982479381224,24.69,78.42
7296,7296,Dealer,0,2,1250.0,"Sunny Enclave,Mohali",76.82,30.66,25.9,-1.1663397846205197,0.02072,30.66,76.82
7297,7297,Dealer,0,2,899.31,"Sector 70 Faridabad,Faridabad",77.35,28.34,23.4,-1.3193056662012865,0.026019948627280916,28.34,77.35
7298,7298,Dealer,0,4,2461.54,"Thane West,Mumbai",72.96,19.18,320.0,2.0131063825496653,0.1299999187500508,19.18,72.96
7299,7299,Owner,0,1,450.0,"Sector-82 Noida,Noida",77.39,28.53,18.0,-1.7227579506106048,0.04,28.53,77.39
7300,7300,Dealer,0,3,1650.3,"Nanjundapuram,Coimbatore",77.0,10.99,79.0,0.3887111152813387,0.04787008422711023,10.99,77.0
7301,7301,Dealer,0,3,1650.17,"Baner Pashan Link Road,Pune",73.83,18.54,110.0,0.8050195609951637,0.06665979868740796,18.54,73.83
7302,7302,Dealer,1,2,1188.24,"Malviya Nagar,Jaipur",75.81,26.85,40.4,-0.5183111259550367,0.033999865347067934,26.85,75.81
7303,7303,Dealer,0,2,954.4,"Jalukbari,Guwahati",91.67,26.15,38.3,-0.5941810074833481,0.04012992455993294,26.15,91.67
7304,7304,Owner,0,1,373.99,"Kalol,Gandhinagar",72.52,23.23,18.0,-1.7227579506106048,0.04812962913446883,23.23,72.52
7305,7305,Owner,0,2,810.19,"Guru Swamy Nagar,Chennai",78.17,11.25,35.0,-0.723457885431606,0.04319974327009714,11.25,78.17
7306,7306,Dealer,0,2,1090.12,"Haridwar-Dehradun Road,Dehradun",78.05,30.33,45.0,-0.3666887455388246,0.04127985909808095,30.33,78.05
7307,7307,Dealer,0,3,1440.06,"Sector-35D Kharghar,Mumbai",73.07,19.04,120.0,0.9110595636909599,0.08332986125578101,19.04,73.07
7308,7308,Dealer,0,2,632.43,"Rajarhat,Kolkata",88.34,22.54,29.8,-0.9579751115975457,0.04711983934980947,22.54,88.34
7309,7309,Owner,0,2,1190.04,"Horamavu,Bangalore",77.66,13.03,65.0,0.1337239464830372,0.05462001277267991,13.03,77.66
7310,7310,Owner,0,3,1423.23,"Kadugodi,Bangalore",77.77,13.0,80.0,0.40490665266517495,0.056210169824975585,13.0,77.77
7311,7311,Owner,1,2,1145.04,"Sector-137 Noida,Noida",77.41,28.51,51.0,-0.193467678054862,0.04453992873611402,28.51,77.41
7312,7312,Dealer,1,2,1130.02,"Roadpali,Mumbai",73.12,19.04,81.0,0.420871638757868,0.07168014725403091,19.04,73.12
7313,7313,Dealer,1,1,349.98,"Bhandup (West),Mumbai",72.93,19.15,33.0,-0.8086984115195663,0.09429110234870564,19.15,72.93
7314,7314,Owner,0,1,500.0,"Sector-70 Mohali,Mohali",76.71,30.7,33.0,-0.8086984115195663,0.066,30.7,76.71
7315,7315,Dealer,0,2,1110.15,"Kharadi,Pune",73.94,18.54,77.0,0.3556030359818362,0.0693599963968833,18.54,73.94
7316,7316,Dealer,1,2,930.31,"Raj Nagar Extension,Ghaziabad",75.78,26.9,27.5,-1.0768620101744457,0.0295600391267427,26.9,75.78
7317,7317,Owner,1,2,1410.08,"Gomti Nagar Extension,Lucknow",77.0,21.0,61.0,0.049135482982192676,0.043259956881879044,21.0,77.0
7318,7318,Owner,0,2,900.0,"Palghar,Palghar",72.77,19.7,31.5,-0.8765439598323602,0.035,19.7,72.77
7319,7319,Owner,0,1,400.0,"E block Lajpat nagar - ghaziabad,Ghaziabad",77.24,28.54,30.0,-0.948127343141382,0.075,28.54,77.24
7320,7320,Dealer,0,2,1075.08,"Sector-34 Noida,Noida",77.36,28.58,62.0,0.07086483393153738,0.05767012687427913,28.58,77.36
7321,7321,Dealer,0,2,1250.0,"Mahadevpura,Bangalore",77.62,12.93,100.0,0.6872577618024545,0.08,12.93,77.62
7322,7322,Dealer,0,2,1100.05,"Sector 7 Kharghar,Mumbai",73.07,19.04,95.0,0.6231814500765246,0.08635971092223081,19.04,73.07
7323,7323,Owner,0,1,519.14,"Bajajnagar,Aurangabad",75.34,19.89,16.0,-1.907447116451361,0.03082020264283238,19.89,75.34
7324,7324,Dealer,0,1,650.02,"Mira Road,Mumbai",72.86,19.28,57.0,-0.04204160929105334,0.08768960955047538,19.28,72.86
7325,7325,Dealer,0,2,1073.03,"Chembur (East),Lalitpur",72.9,19.06,160.0,1.251817807424669,0.14911046289479327,19.06,72.9
7326,7326,Owner,0,3,1127.21,"Rajpur,Kolkata",88.37,22.1,42.0,-0.4634451859810767,0.03726013786251009,22.1,88.37
7327,7327,Owner,0,3,1540.12,"Yelahanka,Bangalore",77.6,13.11,100.0,0.6872577618024545,0.06493000545412046,13.11,77.6
7328,7328,Dealer,0,3,1325.07,"Vikas Nagar,Kanpur",80.96,26.9,62.0,0.07086483393153738,0.04678998090666908,26.9,80.96
7329,7329,Dealer,1,1,322.01,"Bhandup (West),Mumbai",72.93,19.15,62.0,0.07086483393153738,0.19254060432905812,19.15,72.93
7330,7330,Dealer,0,3,1496.69,"Badhan Nagar,Pune",73.78,18.51,140.0,1.0955146099305473,0.09353974436924145,18.51,73.78
7331,7331,Owner,0,2,1080.16,"Kompally,Secunderabad",78.48,17.55,38.0,-0.60540320347418,0.035179973337283364,17.55,78.48
7332,7332,Dealer,0,3,1108.3,"Rajarhat,Kolkata",88.34,22.54,35.0,-0.723457885431606,0.031579897139763606,22.54,88.34
7333,7333,Owner,1,2,1057.22,"Keshav Nagar,Pune",75.71,27.17,61.9,0.06870998456263047,0.0585497815024309,27.17,75.71
7334,7334,Dealer,1,2,1195.14,"Hosur Road,Bangalore",77.45,12.75,85.5,0.49001757142441044,0.0715397359305186,12.75,77.45
7335,7335,Dealer,1,3,1415.18,"Electronic City Phase II,Bangalore",77.67,12.85,80.0,0.40490665266517495,0.0565299113893639,12.85,77.67
7336,7336,Dealer,1,3,1034.04,"Borivali (East),Mumbai",72.86,19.24,250.0,1.7513838231335261,0.2417701442884221,19.24,72.86
7337,7337,Dealer,1,1,715.22,"Kanjur Marg (East),Maharashtra",72.82,18.96,120.0,0.9110595636909599,0.167780543049691,18.96,72.82
7338,7338,Dealer,0,1,700.01,"Sector-8 Charkop,Lalitpur",72.82,19.22,96.0,0.6363022815522689,0.1371408979871716,19.22,72.82
7339,7339,Owner,0,2,801.1,"Sanas Nagar,Pune",73.85,18.52,35.0,-0.723457885431606,0.043689926351267006,18.52,73.85
7340,7340,Owner,0,3,1199.9,"Villadam,Thrissur",76.21,10.52,50.0,-0.2206750825838836,0.04167013917826485,10.52,76.21
7341,7341,Dealer,1,1,618.09,"Electronics City Phase 1,Bangalore",77.66,12.84,33.0,-0.8086984115195663,0.05339028296849973,12.84,77.66
7342,7342,Owner,0,3,1250.0,"Alwal,Secunderabad",78.51,17.5,37.5,-0.6243314777867047,0.03,17.5,78.51
7343,7343,Dealer,0,3,1424.23,"Sector-45 Noida,Noida",77.36,28.55,75.0,0.3214940875193867,0.05266003384284842,28.55,77.36
7344,7344,Owner,0,1,665.02,"LBS Nagar,Bangalore",77.36,16.22,35.0,-0.723457885431606,0.05262999609034315,16.22,77.36
7345,7345,Dealer,1,2,1200.0,"3rd Stage Vijayanagar,Mysore",76.59,12.33,54.0,-0.11535556720924202,0.045,12.33,76.59
7346,7346,Dealer,0,3,1722.16,"GT Road,Kanpur",77.52,28.76,90.0,0.555106921807503,0.052259952617642956,28.76,77.52
7347,7347,Dealer,0,2,1010.04,"Powai,Mumbai",72.91,19.12,160.0,1.251817807424669,0.15840956793790345,19.12,72.91
7348,7348,Dealer,0,3,1675.04,"Mominpore,Kolkata",88.34,22.54,120.0,0.9110595636909599,0.07164008023688986,22.54,88.34
7349,7349,Dealer,1,2,911.82,"Ravet,Pune",73.74,18.65,42.5,-0.4467842978599087,0.046610076550196305,18.65,73.74
7350,7350,Dealer,1,2,1119.1,"Baner-Sus,Pune",73.78,18.56,70.0,0.23145098396527375,0.06255026360468234,18.56,73.78
7351,7351,Dealer,1,2,934.84,"Ashapur,Varanasi",83.02,25.36,37.3,-0.6319828762232641,0.039899875914595005,25.36,83.02
7352,7352,Dealer,0,2,830.18,"Baguihati,Kolkata",88.43,22.62,28.5,-1.0238509728817466,0.03432990435809102,22.62,88.43
7353,7353,Dealer,1,3,1540.18,"Sector - 1 Dharuhera,Dharuhera",76.79,28.21,34.5,-0.744243040836484,0.022399979223207675,28.21,76.79
7354,7354,Dealer,1,2,1151.13,"Sohna,Gurgaon",77.07,28.25,140.0,1.0955146099305473,0.12161962593277909,28.25,77.07
7355,7355,Owner,0,3,1278.41,"Namkum,Ranchi",85.38,23.35,36.0,-0.6828755412848533,0.02815997997512535,23.35,85.38
7356,7356,Dealer,1,3,1576.04,"Whitefield,Bangalore",77.76,13.0,100.0,0.6872577618024545,0.06345016623943554,13.0,77.76
7357,7357,Owner,0,2,650.07,"Navapura,Vadodara",73.2,22.29,35.0,-0.723457885431606,0.05384035565400649,22.29,73.2
7358,7358,Dealer,1,3,2169.85,"Goregaon (East),Maharashtra",72.87,19.16,430.0,2.313252182002406,0.19817038044104432,19.16,72.87
7359,7359,Dealer,0,3,1908.68,"Sector-70 Mohali,Mohali",76.71,30.7,130.0,1.0073786743921487,0.06810989793993755,30.7,76.71
7360,7360,Dealer,0,2,1319.92,"Palanpur,Surat",72.83,21.17,42.0,-0.4634451859810767,0.03182011030971574,21.17,72.83
7361,7361,Dealer,1,3,1539.94,"Sector - 1 Dharuhera,Dharuhera",76.79,28.21,32.0,-0.8535316572511671,0.020780030390794447,28.21,76.79
7362,7362,Dealer,1,2,1042.83,"Sector-38 Seawoods,Maharashtra",73.01,19.02,140.0,1.0955146099305473,0.13425006952235743,19.02,73.01
7363,7363,Owner,0,1,737.06,"VIP Road,Puri",88.43,22.62,40.0,-0.5324130108265358,0.05426966597020596,22.62,88.43
7364,7364,Dealer,0,3,1640.36,"Govind Puram,Ghaziabad",77.42,28.67,58.2,-0.013939963243305499,0.03548001658172597,28.67,77.42
7365,7365,Dealer,1,3,1793.4,"Sector-79 Noida,Noida",77.39,28.56,84.2,0.4704791311919936,0.0469499275119884,28.56,77.39
7366,7366,Dealer,0,2,965.14,"Vadgaon Budruk,Pune",73.83,18.47,49.0,-0.24850919463932944,0.050769836500404085,18.47,73.83
7367,7367,Dealer,1,2,896.83,"Jagatpura,Jaipur",75.84,26.83,28.6,-1.018664918262048,0.031890101803017296,26.83,75.84
7368,7368,Dealer,1,3,1542.56,"Sarjapur Road,Bangalore",77.79,12.86,83.9,0.46592107345127437,0.05439010476091692,12.86,77.79
7369,7369,Owner,0,3,1500.08,"Whitefield,Bangalore",77.76,13.0,92.0,0.5828460613963835,0.06133006239667218,13.0,77.76
7370,7370,Owner,0,2,750.0,"Ravipuram,Ernakulam",76.28,9.98,42.0,-0.4634451859810767,0.056,9.98,76.28
7371,7371,Dealer,0,1,641.03,"Sector 36 Kharghar,Lalitpur",73.08,19.07,45.0,-0.3666887455388246,0.07019952264324603,19.07,73.08
7372,7372,Dealer,1,1,571.43,"Mahakali Caves,Mumbai",72.87,19.14,100.0,0.6872577618024545,0.17499956250109377,19.14,72.87
7373,7373,Owner,0,2,650.12,"Malancha,Kharagpur",87.28,22.35,16.5,-1.858993844458014,0.025379929859102934,22.35,87.28
7374,7374,Owner,0,3,1428.03,"Vasna,Vadodara",72.67,22.31,38.0,-0.60540320347418,0.02661008522229925,22.31,72.67
7375,7375,Dealer,1,3,1445.78,"Jalahalli,Bangalore",77.54,13.05,96.0,0.6363022815522689,0.06640014386697837,13.05,77.54
7376,7376,Owner,0,2,960.0,"Khadipada,Puri",85.8,19.82,24.0,-1.2809848188052977,0.025,19.82,85.8
7377,7377,Owner,0,3,1901.14,"Sector-115 Mohali,Mohali",76.65,30.71,50.0,-0.2206750825838836,0.026300009468003406,30.71,76.65
7378,7378,Dealer,0,2,1092.02,"Ulwe,Mumbai",73.03,18.97,75.0,0.3214940875193867,0.06868006080474717,18.97,73.03
7379,7379,Owner,0,3,909.09,"Kada Agrahara,Bangalore",77.7,13.08,45.0,-0.3666887455388246,0.0495000495000495,13.08,77.7
7380,7380,Builder,0,3,1614.83,"Kakkanad,Kochi",76.27,9.93,67.5,0.18362318214212547,0.04180006564158457,9.93,76.27
7381,7381,Dealer,0,2,1275.18,"Suraksha Nagar,Bangalore",79.11,20.1,69.0,0.21255815457209212,0.054110007998870745,20.1,79.11
7382,7382,Owner,1,1,508.91,"Hoskote,Bangalore",77.8,13.07,18.0,-1.7227579506106048,0.035369711736849344,13.07,77.8
7383,7383,Owner,0,2,1208.05,"Yelahanka,Bangalore",77.6,13.11,63.0,0.0921972789497877,0.05215015934770912,13.11,77.6
7384,7384,Dealer,0,3,1830.16,"Kadugodi,Bangalore",77.77,13.0,100.0,0.6872577618024545,0.05464003147265813,13.0,77.77
7385,7385,Dealer,1,2,966.78,"Moshi,Pune",73.85,18.67,42.2,-0.45675396635162824,0.043650054821158905,18.67,73.85
7386,7386,Dealer,1,1,624.04,"Goregaon (West),Mumbai",72.84,19.16,89.0,0.5409705494806033,0.1426190628805846,19.16,72.84
7387,7387,Dealer,1,2,1119.44,"Belatur,Bangalore",77.76,13.01,40.3,-0.5218217171501908,0.036000142928607155,13.01,77.76
7388,7388,Dealer,1,3,2452.98,"Mohamadwadi,Pune",73.85,18.52,180.0,1.3870433020834425,0.07338013355184306,18.52,73.85
7389,7389,Dealer,1,3,1889.87,"Byculla East,Lalitpur",72.85,18.98,440.0,2.336022414169253,0.2328202468952891,18.98,72.85
7390,7390,Dealer,0,1,600.02,"Thane West,Maharashtra",72.96,19.18,68.0,0.19334925795055707,0.11332955568147729,19.18,72.96
7391,7391,Owner,0,2,1062.13,"Hesag,Ranchi",85.32,23.3,40.0,-0.5324130108265358,0.03766017342509862,23.3,85.32
7392,7392,Owner,0,2,849.27,"Vatika Road,Jaipur",75.78,26.9,11.1,-2.493019100769687,0.013070048394503514,26.9,75.78
7393,7393,Dealer,1,1,353.03,"Bhadra Nagar,Lalitpur",78.28,24.86,38.0,-0.60540320347418,0.1076395773730278,24.86,78.28
7394,7394,Owner,0,2,1110.16,"Sector-93 B Noida,Noida",77.39,28.52,65.0,0.1337239464830372,0.05855011890177992,28.52,77.39
7395,7395,Dealer,0,2,938.09,"Mira Road East,Mumbai",72.87,19.28,95.0,0.6231814500765246,0.10126960099777206,19.28,72.87
7396,7396,Dealer,0,3,1480.09,"Indirapuram,Ghaziabad",77.36,28.64,84.75,0.4787873623464751,0.057260031484571886,28.64,77.36
7397,7397,Owner,0,1,520.06,"Thoraipakkam,Chennai",80.24,12.95,35.0,-0.723457885431606,0.06729992693150791,12.95,80.24
7398,7398,Dealer,0,2,1025.06,"Anand Nagar,Pune",73.82,18.48,90.0,0.555106921807503,0.08779973855188965,18.48,73.82
7399,7399,Dealer,0,2,1149.41,"Kharghar,Mumbai",73.07,19.04,81.7,0.4319131916170889,0.07107994536327333,19.04,73.07
7400,7400,Dealer,1,2,1194.82,"Whitefield,Bangalore",77.76,13.0,72.0,0.2683262004883885,0.060260122863694955,13.0,77.76
7401,7401,Owner,0,3,1529.99,"K.K. Nagar,Chennai",80.2,13.04,200.0,1.5059342031641854,0.13071980862620017,13.04,80.2
7402,7402,Builder,1,2,756.67,"Vengurla,Maharashtra",73.63,15.87,22.7,-1.3654208301385082,0.029999867841991885,15.87,73.63
7403,7403,Dealer,0,2,1160.09,"Sector-35G Kharghar,Mumbai",73.07,19.04,80.0,0.40490665266517495,0.06896016688360386,19.04,73.07
7404,7404,Owner,0,2,930.14,"Naskarhat,Kolkata",88.34,22.54,45.0,-0.3666887455388246,0.04837981379147225,22.54,88.34
7405,7405,Owner,0,2,750.06,"Kunhari,Kota",75.87,25.03,31.0,-0.8999711294376256,0.04133002693117884,25.03,75.87
7406,7406,Owner,1,2,660.07,"Charholi,Pune",73.93,18.62,32.0,-0.8535316572511671,0.048479706697774474,18.62,73.93
7407,7407,Owner,0,2,1213.85,"Sangma,Vadodara",73.09,22.25,34.0,-0.7653709828854285,0.028010050665238706,22.25,73.09
7408,7408,Builder,1,2,560.0,"Chembur,Maharashtra",72.9,19.06,300.0,1.94566033866968,0.5357142857142857,19.06,72.9
7409,7409,Owner,0,2,810.03,"Sikar Road,Jaipur",75.14,27.61,42.0,-0.4634451859810767,0.05184993148401911,27.61,75.14
7410,7410,Dealer,1,3,1852.58,"Zirakpur,Chandigarh",76.82,30.66,47.0,-0.3061689750329611,0.025370024506364098,30.66,76.82
7411,7411,Owner,0,3,2000.0,"Haridwar-Dehradun Road,Dehradun",78.05,30.33,60.0,0.026995258392604044,0.03,30.33,78.05
7412,7412,Dealer,1,3,1313.33,"NH-24 Highway,Ghaziabad",77.42,28.67,39.4,-0.5538681943932641,0.030000076142325235,28.67,77.42
7413,7413,Dealer,0,3,1359.43,"Mansarovar Extension,Jaipur",75.76,26.86,25.0,-1.2194316258726288,0.018390060540079297,26.86,75.76
7414,7414,Owner,0,2,1070.15,"Ajmer Road,Jaipur",75.83,26.93,27.0,-1.104183963273331,0.025230107928795025,26.93,75.83
7415,7415,Dealer,0,3,1150.18,"New Ballygunge,Kolkata",88.37,22.53,70.0,0.23145098396527375,0.0608600392981968,22.53,88.37
7416,7416,Dealer,0,2,1150.01,"Chandivali,Lalitpur",78.42,24.69,180.0,1.3870433020834425,0.15652037808366884,24.69,78.42
7417,7417,Dealer,0,3,1648.26,"Wakad,Pune",73.76,18.6,94.0,0.6099009271887978,0.05702983752563309,18.6,73.76
7418,7418,Owner,0,2,807.85,"Wave City,Ghaziabad",77.5,28.66,28.0,-1.0500911243014128,0.034659899733861486,28.66,77.5
7419,7419,Owner,1,2,656.1,"Attibele,Bangalore",77.77,12.78,24.0,-1.2809848188052977,0.036579789666209415,12.78,77.77
7420,7420,Owner,0,2,1180.26,"Gunjan,Vapi",72.91,20.39,33.0,-0.8086984115195663,0.027959941029942554,20.39,72.91
7421,7421,Owner,1,2,1050.12,"Wanadongri,Nagpur",78.97,21.09,22.0,-1.4131455794204104,0.020949986668190305,21.09,78.97
7422,7422,Dealer,1,3,1805.31,"Zirakpur,Chandigarh",76.82,30.66,51.0,-0.193467678054862,0.028249995845588845,30.66,76.82
7423,7423,Dealer,0,3,1100.0,"Rajarhat,Kolkata",88.34,22.54,55.0,-0.09041199840524089,0.05,22.54,88.34
7424,7424,Dealer,0,2,1200.15,"Mdc Sector-4,Panchkula",76.86,30.69,79.51,0.3970000303403906,0.06625005207682373,30.69,76.86
7425,7425,Owner,0,2,761.1,"Mitmita,Aurangabad",75.34,19.89,18.0,-1.7227579506106048,0.02364998029168309,19.89,75.34
7426,7426,Dealer,0,1,660.03,"Malad (West),Lalitpur",72.83,19.18,110.0,0.8050195609951637,0.16665909125342787,19.18,72.83
7427,7427,Owner,0,3,1700.08,"Sancoale,Goa",73.9,15.37,86.5,0.5048165229666517,0.050879958590183995,15.37,73.9
7428,7428,Dealer,1,3,2063.89,"Vaishali Nagar,Jaipur",75.75,26.92,74.3,0.3093089456739582,0.03599998061912214,26.92,75.75
7429,7429,Dealer,1,3,1398.2,"Sector-100 Noida,Noida",77.37,28.54,73.0,0.2863264515630853,0.05220998426548419,28.54,77.37
7430,7430,Dealer,0,3,1310.1,"Sinhgad Road,Pune",73.53,19.16,100.0,0.6872577618024545,0.07633005114113427,19.16,73.53
7431,7431,Owner,1,2,840.15,"Shahpur Bamheta,Ghaziabad",77.48,28.65,37.0,-0.6435474047193929,0.04403975480568946,28.65,77.48
7432,7432,Owner,0,2,1147.34,"Jigani,Bangalore",77.63,12.78,38.0,-0.60540320347418,0.03312008646085729,12.78,77.63
7433,7433,Builder,1,1,649.9,"Mowa,Raipur",81.67,21.28,23.0,-1.3454660287584763,0.03539006000923219,21.28,81.67
7434,7434,Owner,0,3,1340.12,"New VIP Road,Vadodara",88.43,22.62,50.0,-0.2206750825838836,0.037310091633585056,22.62,88.43
7435,7435,Dealer,1,2,1064.77,"Sector-66A Mohali,Mohali",76.75,30.66,48.0,-0.2769974251759186,0.04508015815622153,30.66,76.75
7436,7436,Dealer,0,3,1213.14,"Electronics City Phase 1,Bangalore",77.66,12.84,65.0,0.1337239464830372,0.0535799660385446,12.84,77.66
7437,7437,Owner,0,2,849.86,"Yelahanka,Bangalore",77.6,13.11,30.0,-0.948127343141382,0.035299931753465276,13.11,77.6
7438,7438,Owner,0,2,1200.27,"New Rajendra Nagar,Raipur",81.66,21.22,35.0,-0.723457885431606,0.029160105642897016,21.22,81.66
7439,7439,Owner,0,2,1000.0,"Chunchgatta,Bangalore",77.57,12.89,50.0,-0.2206750825838836,0.05,12.89,77.57
7440,7440,Dealer,1,2,1297.15,"Wakad,Pune",73.76,18.6,76.0,0.3386771727593088,0.05858998573796399,18.6,73.76
7441,7441,Owner,0,2,936.38,"Madgoan,Goa",73.96,15.27,34.0,-0.7653709828854285,0.036310045067173585,15.27,73.96
7442,7442,Owner,0,3,1100.11,"JP Nagar,Bangalore",77.58,12.91,80.0,0.40490665266517495,0.07272000072720002,12.91,77.58
7443,7443,Dealer,1,3,1900.24,"Ramdas Peth,Nagpur",79.07,21.13,120.0,0.9110595636909599,0.06314991790510673,21.13,79.07
7444,7444,Dealer,0,2,712.01,"Maheshtala,Kolkata",88.23,22.49,29.0,-0.9981223020783587,0.04072976503139001,22.49,88.23
7445,7445,Owner,0,2,1189.73,"Nawabpet,Nellore",80.0,14.46,38.0,-0.60540320347418,0.03194002000453884,14.46,80.0
7446,7446,Dealer,0,3,1320.09,"Rambaug Colony,Pune",73.85,18.52,190.0,1.4482966956499876,0.1439295805589013,18.52,73.85
7447,7447,Dealer,1,2,556.28,"Dahisar (East),Lalitpur",72.87,19.26,150.0,1.17667345215056,0.2696483785144172,19.26,72.87
7448,7448,Owner,0,2,750.19,"Dadi Ka Phatak,Jaipur",75.76,26.97,20.0,-1.5593791051517685,0.02665991282208507,26.97,75.76
7449,7449,Dealer,0,2,746.04,"Senneerkuppam,Chennai",80.12,13.06,29.2,-0.9879699283738471,0.03913999249370007,13.06,80.12
7450,7450,Builder,1,2,527.99,"Kankavli,Maharashtra",73.71,16.27,24.9,-1.225462200412273,0.04715998409060777,16.27,73.71
7451,7451,Owner,0,2,1155.12,"Gujarathipeta, Near Alluri Seetharamaraju Statue,Srikakulam",83.9,18.3,35.0,-0.723457885431606,0.030299882263314638,18.3,83.9
7452,7452,Dealer,1,2,1130.03,"Wakad,Pune",73.76,18.6,75.0,0.3214940875193867,0.06636991938267126,18.6,73.76
7453,7453,Owner,1,2,900.09,"Chakan,Pune",73.82,18.74,40.0,-0.5324130108265358,0.0444400004444,18.74,73.82
7454,7454,Dealer,0,3,1360.02,"Madurdaha,Kolkata",88.34,22.54,53.0,-0.14083146078871223,0.038970015146836075,22.54,88.34
7455,7455,Dealer,0,4,1468.05,"Prabhat Road,Pune",73.85,18.52,230.0,1.6606666854078516,0.15667041313306768,18.52,73.85
7456,7456,Owner,0,2,900.09,"Kankavli,Sindhudurg",73.71,16.27,30.0,-0.948127343141382,0.033330000333300004,16.27,73.71
7457,7457,Owner,0,2,1000.0,"Murali Nagar,Vijayawada",80.68,16.51,30.0,-0.948127343141382,0.03,16.51,80.68
7458,7458,Owner,0,2,830.09,"Kovur,Chennai",80.12,13.01,49.0,-0.24850919463932944,0.059029743762724525,13.01,80.12
7459,7459,Owner,0,4,1500.0,"Govt housing colony ompora,Srinagar",74.81,34.09,90.0,0.555106921807503,0.06,34.09,74.81
7460,7460,Owner,0,2,1185.09,"Brijeshwari Annexe,Indore",75.91,22.72,55.0,-0.09041199840524089,0.046409977301302016,22.72,75.91
7461,7461,Owner,0,3,1200.0,"New Siddhapudur,Coimbatore",76.98,11.02,30.0,-0.948127343141382,0.025,11.02,76.98
7462,7462,Owner,0,2,860.09,"East Tambaram,Chennai",80.21,13.02,45.0,-0.3666887455388246,0.0523201060354149,13.02,80.21
7463,7463,Dealer,1,2,990.49,"Sector-15 Ghansoli,Lalitpur",77.32,28.4,100.0,0.6872577618024545,0.10096013084432957,28.4,77.32
7464,7464,Dealer,0,3,1532.33,"Crossing Republik,Ghaziabad",77.43,28.63,51.9,-0.16949552405046828,0.03386998884052391,28.63,77.43
7465,7465,Owner,0,3,1256.5,"Kusum Vihar,Dhanbad",86.41,23.78,29.0,-0.9981223020783587,0.023079984082769598,23.78,86.41
7466,7466,Builder,1,1,527.27,"Jakhiya,Indore",75.86,22.81,11.6,-2.421587282370205,0.022000113793692037,22.81,75.86
7467,7467,Dealer,0,2,1130.01,"Kharghar,Maharashtra",73.07,19.04,97.0,0.6492669587033071,0.08583994831904143,19.04,73.07
7468,7468,Dealer,1,3,2484.23,"Sector-82 Mohali,Mohali",76.73,30.65,130.0,1.0073786743921487,0.05233009825982296,30.65,76.73
7469,7469,Owner,0,2,2400.96,"Usmansaheb pet,Nellore",79.97,14.43,40.0,-0.5324130108265358,0.016660002665600426,14.43,79.97
7470,7470,Builder,1,1,343.89,"Neral,Maharashtra",73.32,19.03,15.2,-1.9885212523112872,0.04420018029020908,19.03,73.32
7471,7471,Owner,1,1,364.01,"Devkhope,Palghar",72.81,19.73,14.0,-2.1192807650342234,0.0384604818548941,19.73,72.81
7472,7472,Dealer,0,3,2013.01,"Hermit Colony,Bangalore",77.6,12.97,260.0,1.7936470433401506,0.12915981540081767,12.97,77.6
